sample_step,avg_loss,time,lr,cond
243840,2.193239,1768486009.270,0.0002,Y
244480,2.166963,1768486031.316,0.0002,Y
245120,2.130156,1768486053.583,0.0002,Y
245760,2.083748,1768486076.181,0.0002,Y
246400,2.147400,1768486098.175,0.0002,Y
247040,2.160765,1768486120.263,0.0002,Y
247680,2.099291,1768486142.399,0.0002,Y
248320,2.120347,1768486164.574,0.0002,Y
248960,2.101903,1768486186.291,0.0002,Y
249600,2.225493,1768486208.639,0.0002,Y
250240,2.145447,1768486230.466,0.0002,Y
250880,2.116849,1768486252.303,0.0002,Y
251520,2.058367,1768486274.412,0.0002,Y
252160,2.102388,1768486296.235,0.0002,Y
252800,2.120415,1768486317.925,0.0002,Y
253440,2.186649,1768486340.344,0.0002,Y
254080,2.133500,1768486362.010,0.0002,Y
254720,2.162326,1768486384.047,0.0002,Y
255360,2.118100,1768486406.114,0.0002,Y
256000,2.136559,1768486428.056,0.0002,Y
256640,2.081201,1768486449.428,0.0002,Y
257280,2.126463,1768486471.900,0.0002,Y
257920,2.142684,1768486494.212,0.0002,Y
258560,2.261367,1768486515.477,0.0002,Y
259200,2.065826,1768486537.593,0.0002,Y
259840,2.166291,1768486559.392,0.0002,Y
260480,2.136675,1768486581.282,0.0002,Y
261120,2.173345,1768486603.929,0.0002,Y
261760,2.153997,1768486626.087,0.0002,Y
262400,2.111734,1768486648.284,0.0002,Y
263040,2.181404,1768486669.702,0.0002,Y
263680,2.127860,1768486692.111,0.0002,Y
264320,2.139411,1768486714.208,0.0002,Y
264960,2.112839,1768486736.712,0.0002,Y
265600,2.182955,1768486758.641,0.0002,Y
266240,2.122849,1768486780.547,0.0002,Y
266880,2.113850,1768486802.229,0.0002,Y
267520,2.046962,1768486824.489,0.0002,Y
268160,2.105386,1768486846.467,0.0002,Y
268800,2.110833,1768486867.700,0.0002,Y
269440,2.090785,1768486889.504,0.0002,Y
270080,2.160531,1768486910.750,0.0002,Y
270720,2.083808,1768486933.250,0.0002,Y
271360,2.146449,1768486955.431,0.0002,Y
272000,2.162503,1768486976.989,0.0002,Y
272640,2.032047,1768486999.169,0.0002,Y
273280,2.095398,1768487021.070,0.0002,Y
273920,2.020124,1768487043.395,0.0002,Y
274560,2.056107,1768487064.978,0.0002,Y
275200,2.030524,1768487087.044,0.0002,Y
275840,2.094765,1768487109.480,0.0002,Y
276480,2.083255,1768487131.577,0.0002,Y
277120,2.022030,1768487153.423,0.0002,Y
277760,2.134102,1768487174.921,0.0002,Y
278400,2.070588,1768487196.377,0.0002,Y
279040,2.170623,1768487219.114,0.0002,Y
279680,2.115184,1768487240.865,0.0002,Y
280320,2.115305,1768487262.389,0.0002,Y
280960,2.011963,1768487284.290,0.0002,Y
281600,2.219706,1768487305.767,0.0002,Y
282240,2.073126,1768487327.277,0.0002,Y
282880,2.118404,1768487349.817,0.0002,Y
283520,2.133855,1768487371.527,0.0002,Y
284160,2.091552,1768487393.857,0.0002,Y
284800,1.983658,1768487415.449,0.0002,Y
285440,2.100944,1768487437.438,0.0002,Y
286080,2.120747,1768487459.766,0.0002,Y
286720,2.103120,1768487482.323,0.0002,Y
287360,2.080250,1768487504.655,0.0002,Y
288000,2.133870,1768487526.106,0.0002,Y
288640,2.140886,1768487547.665,0.0002,Y
289280,2.059982,1768487570.149,0.0002,Y
289920,2.104222,1768487592.032,0.0002,Y
290560,2.040036,1768487613.639,0.0002,Y
